Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk,Study_Efficiency,Wellness_Score,Productivity_Efficiency,Digital_Distraction_Score,Wellness_Index,Study_Consistency_Score,Sleep_Deficit,Burnout_Risk_Score,Performance_Category,High_Risk_Flag,Student_Segment
1,2025-01-11,High Performer,18,Female,Information Technology,2,7.6,6.5,3.3,3.7,7.6,5.8,100.0,100.0,55.6,68.4,Low,9.12,3.67,7.41,0.99,3.67,8.91,0.4,2.68,Good,0,3
1,2025-01-12,High Performer,18,Female,Information Technology,2,7.3,4.1,3.6,3.7,7.2,7.8,100.0,94.1,49.4,54.9,Low,10.764705882352942,4.15,9.69,2.05,4.15,8.91,0.7,2.63,Average,0,3
1,2025-01-13,High Performer,18,Female,Information Technology,2,7.7,5.4,2.1,4.0,8.1,10.0,100.0,100.0,60.6,61.9,Low,9.671875,4.88,9.47,0.4,4.88,8.91,0.3,2.11,Good,0,3
1,2025-01-14,High Performer,18,Female,Information Technology,2,6.6,6.6,4.8,4.8,7.1,9.4,94.5,100.0,57.5,53.3,Low,7.0131578947368425,4.02,7.57,2.06,4.02,8.91,1.4,3.36,Average,0,3
1,2025-01-15,High Performer,18,Female,Information Technology,2,6.7,4.9,4.1,3.5,6.4,8.1,94.7,80.0,49.7,48.1,Low,8.152542372881356,4.06,8.42,2.43,4.06,8.91,1.3,2.8,Average,0,3
1,2025-01-16,High Performer,18,Female,Information Technology,2,8.7,4.7,3.7,4.8,6.8,8.2,100.0,93.1,48.1,60.2,Low,10.56140350877193,4.5,8.44,2.09,4.5,8.91,0.0,2.84,Good,0,3
1,2025-01-17,High Performer,18,Female,Information Technology,2,6.0,6.3,2.8,2.7,8.5,8.3,100.0,100.0,64.2,74.1,Low,10.150684931506849,4.08,8.79,0.39,4.08,8.91,2.0,2.41,Good,0,3
1,2025-01-18,High Performer,18,Female,Information Technology,2,7.7,5.8,3.3,5.9,8.5,6.8,100.0,100.0,53.2,63.9,Low,9.397058823529411,3.35,7.82,0.84,3.35,8.91,0.3,3.43,Good,0,3
1,2025-01-19,High Performer,18,Female,Information Technology,2,8.4,4.7,5.0,4.4,8.8,9.9,100.0,100.0,60.3,61.1,Low,10.719298245614034,5.01,10.58,2.07,5.01,8.91,0.0,2.77,Good,0,3
1,2025-01-20,High Performer,18,Female,Information Technology,2,6.8,5.4,4.3,4.3,8.8,8.0,100.0,100.0,59.1,70.6,Low,11.031249999999998,3.83,9.23,1.44,3.83,8.91,1.2,3.14,Good,0,3
1,2025-01-21,High Performer,18,Female,Information Technology,2,8.0,4.6,2.9,4.5,7.8,8.7,100.0,92.5,53.5,59.2,Low,10.571428571428571,4.460000000000001,9.55,1.24,4.46,8.91,0.0,2.51,Average,0,3
1,2025-01-22,High Performer,18,Female,Information Technology,2,6.3,4.6,4.9,4.2,6.8,8.2,83.8,94.3,50.1,54.1,Low,9.660714285714286,3.72,8.95,2.84,3.72,8.91,1.7,3.35,Average,0,3
1,2025-01-23,High Performer,18,Female,Information Technology,2,7.5,4.4,4.4,4.6,9.1,9.1,100.0,100.0,58.4,52.6,Low,9.74074074074074,4.3500000000000005,10.81,1.68,4.35,8.91,0.5,2.96,Average,0,3
1,2025-01-24,High Performer,18,Female,Information Technology,2,7.9,6.0,7.9,4.6,9.1,9.0,100.0,100.0,63.4,72.0,Low,10.285714285714286,4.48,9.06,3.3,4.48,8.91,0.1,3.55,Good,0,3
1,2025-01-25,High Performer,18,Female,Information Technology,2,6.9,5.3,3.5,4.1,10.0,6.1,100.0,100.0,59.9,71.3,Low,11.317460317460318,3.3600000000000003,9.51,0.51,3.36,8.91,1.1,3.06,Good,0,3
1,2025-01-26,High Performer,18,Female,Information Technology,2,8.4,5.6,2.9,3.3,8.7,7.3,100.0,100.0,59.4,70.5,Low,10.681818181818182,4.5600000000000005,9.0,0.58,4.56,8.91,0.0,2.17,Good,0,3
1,2025-01-27,High Performer,18,Female,Information Technology,2,9.2,6.1,2.0,4.2,7.3,8.9,100.0,100.0,57.1,61.9,Low,8.71830985915493,5.09,8.04,0.45,5.09,8.91,0.0,2.19,Good,0,3
1,2025-01-28,High Performer,18,Female,Information Technology,2,8.2,4.3,3.7,3.5,7.3,9.8,100.0,100.0,54.8,58.7,Low,11.075471698113208,5.17,10.34,2.01,5.17,8.91,0.0,2.16,Average,0,3
1,2025-01-29,High Performer,18,Female,Information Technology,2,9.2,6.5,2.5,3.5,9.3,7.3,100.0,100.0,64.2,79.8,Low,10.64,4.819999999999999,8.56,-0.17,4.82,8.91,0.0,2.17,Good,0,3
1,2025-01-30,High Performer,18,Female,Information Technology,2,7.5,2.3,3.0,3.7,6.8,9.6,98.6,80.1,45.6,34.8,Low,10.545454545454543,4.77,13.82,2.39,4.77,8.91,0.5,2.27,Poor,0,2
2,2025-01-01,Burnout,19,Male,Business,4,5.9,5.8,8.2,9.0,4.0,4.5,58.5,70.1,24.5,31.2,Medium,4.588235294117647,1.0100000000000002,3.6,5.58,1.01,8.3,2.1,6.42,Poor,0,1
2,2025-01-02,Burnout,19,Male,Business,4,4.1,8.2,7.7,10.0,3.8,5.8,40.0,84.4,31.8,24.4,High,2.6521739130434785,0.3799999999999999,3.46,4.64,0.38,8.3,3.9,7.13,Poor,1,1
2,2025-01-03,Burnout,19,Male,Business,4,4.8,7.1,6.8,8.5,4.4,4.8,49.4,88.4,31.5,38.8,High,4.790123456790123,0.81,3.89,4.19,0.81,8.3,3.2,6.24,Poor,0,1
2,2025-01-04,Burnout,19,Male,Business,4,4.8,9.2,7.6,8.2,4.4,4.7,53.8,91.7,38.6,52.0,High,5.098039215686275,0.8700000000000006,3.78,4.04,0.87,8.3,3.2,6.29,Average,0,1
2,2025-01-05,Burnout,19,Male,Business,4,5.8,4.6,7.5,8.8,4.8,5.1,68.2,96.4,33.1,44.0,Medium,7.857142857142858,1.2099999999999995,5.91,5.2,1.21,8.3,2.2,6.17,Average,0,1
2,2025-01-06,Burnout,19,Male,Business,4,6.0,9.0,6.7,9.3,4.9,4.1,46.8,100.0,36.1,48.6,High,4.86,0.8399999999999999,3.61,3.36,0.84,8.3,2.0,6.25,Average,0,1
2,2025-01-07,Burnout,19,Male,Business,4,3.5,6.2,8.2,9.8,5.6,4.6,40.0,87.9,30.7,30.9,High,4.291666666666666,-0.1599999999999997,4.26,4.82,-0.16,8.3,4.5,7.45,Poor,1,1
2,2025-01-08,Burnout,19,Male,Business,4,3.8,9.5,6.9,8.2,4.7,4.4,41.2,96.5,39.6,46.3,High,4.409523809523809,0.3800000000000003,3.77,3.41,0.38,8.3,4.2,6.48,Average,0,1
2,2025-01-09,Burnout,19,Male,Business,4,4.7,7.2,6.5,9.2,3.6,2.6,45.7,74.8,22.6,28.6,High,3.487804878048781,-0.0999999999999996,2.76,4.3,-0.1,8.3,3.3,6.71,Poor,0,1
2,2025-01-10,Burnout,19,Male,Business,4,6.0,9.3,6.8,9.0,4.0,4.0,63.4,78.1,33.9,46.0,Medium,4.466019417475728,0.9000000000000008,3.29,3.69,0.9,8.3,2.0,6.16,Average,0,1
2,2025-01-11,Burnout,19,Male,Business,4,5.0,10.3,6.9,9.4,5.7,3.6,59.9,100.0,42.1,57.2,Medium,5.061946902654867,0.2600000000000002,3.73,2.77,0.26,8.3,3.0,6.68,Average,0,1
2,2025-01-12,Burnout,19,Male,Business,4,3.7,8.0,7.5,10.0,6.0,6.2,51.4,100.0,40.3,37.6,High,4.177777777777778,0.3399999999999998,4.48,3.7,0.34,8.3,4.3,7.17,Poor,1,1
2,2025-01-13,Burnout,19,Male,Business,4,6.7,6.8,6.2,8.4,2.9,3.5,65.2,66.1,22.0,29.8,Medium,3.8205128205128207,1.2100000000000004,2.82,4.52,1.21,8.3,1.3,5.64,Poor,0,1
2,2025-01-14,Burnout,19,Male,Business,4,6.4,9.4,6.4,8.1,5.5,2.7,80.9,97.4,39.4,66.7,Medium,6.413461538461538,0.9400000000000008,3.79,2.82,0.94,8.3,1.6,5.73,Good,0,1
2,2025-01-15,Burnout,19,Male,Business,4,2.8,10.0,6.9,10.0,3.4,3.4,40.0,79.7,30.5,39.4,High,3.5818181818181816,-0.8600000000000003,2.77,3.78,-0.86,8.3,5.2,7.6,Poor,1,1
2,2025-01-16,Burnout,19,Male,Business,4,5.1,6.4,6.9,9.1,5.5,4.7,52.9,99.9,32.4,31.3,Medium,4.22972972972973,0.7200000000000002,4.38,4.02,0.72,8.3,2.9,6.42,Poor,0,1
2,2025-01-17,Burnout,19,Male,Business,4,4.8,6.9,8.6,9.1,6.2,4.1,69.8,93.7,35.3,51.7,High,6.544303797468355,0.4199999999999995,4.47,4.61,0.42,8.3,3.2,6.91,Average,0,1
2,2025-01-18,Burnout,19,Male,Business,4,5.5,9.0,8.4,8.0,5.7,5.1,61.2,81.3,43.7,45.6,Medium,4.5600000000000005,1.33,4.37,4.06,1.33,8.3,2.5,6.12,Average,0,1
2,2025-01-19,Burnout,19,Male,Business,4,4.2,9.1,8.5,9.1,6.6,2.6,57.0,100.0,40.8,44.6,High,4.415841584158416,-0.27,4.04,3.73,-0.27,8.3,3.8,7.22,Average,1,1
2,2025-01-20,Burnout,19,Male,Business,4,4.5,4.9,6.9,7.7,5.7,4.4,55.1,70.6,30.7,28.3,Medium,4.796610169491525,0.81,5.2,4.39,0.81,8.3,3.5,6.07,Poor,0,1
2,2025-01-21,Burnout,19,Male,Business,4,4.4,9.4,6.0,9.5,4.5,3.2,42.5,86.3,33.6,44.9,High,4.317307692307692,-0.1299999999999999,3.23,2.98,-0.13,8.3,3.6,6.76,Average,0,1
2,2025-01-22,Burnout,19,Male,Business,4,3.3,10.9,7.0,8.3,5.2,3.9,45.6,100.0,44.9,56.2,High,4.722689075630252,0.0,3.77,2.85,0.0,8.3,4.7,6.74,Average,0,1
2,2025-01-23,Burnout,19,Male,Business,4,4.0,7.1,6.7,6.7,3.5,5.4,42.5,76.3,32.7,45.7,Medium,5.641975308641976,1.2100000000000004,4.04,4.49,1.21,8.3,4.0,5.68,Average,0,1
2,2025-01-24,Burnout,19,Male,Business,4,4.8,4.6,8.1,8.9,4.0,2.4,46.8,89.3,41.1,63.3,High,11.303571428571429,-0.0300000000000002,7.34,5.88,-0.03,8.3,3.2,6.9,Good,0,1
2,2025-01-25,Burnout,19,Male,Business,4,3.9,6.4,8.7,9.9,5.0,5.5,40.0,97.0,30.3,30.3,High,4.094594594594595,0.2399999999999997,4.09,5.3,0.24,8.3,4.1,7.38,Poor,1,1
2,2025-01-26,Burnout,19,Male,Business,4,5.0,6.4,6.8,8.1,3.6,4.9,45.2,74.0,27.4,41.9,Medium,5.662162162162161,1.04,3.7,4.72,1.04,8.3,3.0,6.01,Average,0,1
2,2025-01-27,Burnout,19,Male,Business,4,3.8,7.3,6.4,8.1,5.0,3.2,47.2,84.4,32.1,41.2,High,4.9638554216867465,0.0500000000000002,3.87,3.65,0.05,8.3,4.2,6.46,Average,0,1
2,2025-01-28,Burnout,19,Male,Business,4,3.6,7.1,7.8,9.5,4.0,4.1,40.0,81.3,26.7,34.2,High,4.222222222222222,-0.1800000000000001,3.3,4.95,-0.18,8.3,4.4,7.27,Poor,1,1
2,2025-01-29,Burnout,19,Male,Business,4,3.8,8.9,6.2,7.2,3.4,4.0,40.0,84.4,33.8,45.2,Medium,4.565656565656566,0.5599999999999996,3.41,3.69,0.56,8.3,4.2,5.98,Average,0,1
2,2025-01-30,Burnout,19,Male,Business,4,2.8,7.9,5.8,8.3,5.0,3.1,42.0,84.2,33.5,38.4,High,4.314606741573034,-0.4400000000000004,3.76,3.11,-0.44,8.3,5.2,6.73,Poor,0,1
3,2025-01-01,High Performer,18,Male,Information Technology,2,8.2,4.4,4.5,5.4,5.5,7.2,97.4,80.8,38.7,46.9,Low,8.685185185185185,3.82,7.17,3.18,3.82,9.0,0.0,3.34,Average,0,2
3,2025-01-02,High Performer,18,Male,Information Technology,2,7.0,5.6,3.8,5.2,8.3,8.3,98.7,100.0,56.1,57.4,Low,8.696969696969697,3.730000000000001,8.5,1.28,3.73,9.0,1.0,3.31,Average,0,3
3,2025-01-03,High Performer,18,Male,Information Technology,2,7.8,5.1,4.3,6.1,8.9,7.7,100.0,93.7,53.9,64.3,Medium,10.540983606557376,3.6,8.84,1.49,3.6,9.0,0.2,3.59,Good,0,3
3,2025-01-04,High Performer,18,Male,Information Technology,2,6.7,3.6,3.6,4.0,9.7,8.3,100.0,92.8,58.2,57.1,Low,12.413043478260873,3.97,12.65,1.2,3.97,9.0,1.3,2.88,Average,0,3
3,2025-01-05,High Performer,18,Male,Information Technology,2,6.0,6.3,2.5,5.1,8.3,7.6,100.0,100.0,57.0,67.8,Low,9.287671232876711,3.15,7.81,0.29,3.15,9.0,2.0,3.38,Good,0,3
3,2025-01-06,High Performer,18,Male,Information Technology,2,7.7,5.0,3.2,4.8,7.1,8.1,100.0,100.0,50.2,52.3,Low,8.716666666666667,4.07,8.37,1.58,4.07,9.0,0.3,2.84,Average,0,3
3,2025-01-07,High Performer,18,Male,Information Technology,2,8.3,5.0,3.7,3.0,7.6,8.4,100.0,100.0,55.9,66.6,Low,11.1,4.94,9.32,1.68,4.94,9.0,0.0,2.1,Good,0,3
3,2025-01-08,High Performer,18,Male,Information Technology,2,8.6,5.9,5.9,3.2,6.8,6.2,100.0,96.6,50.8,71.6,Low,10.376811594202897,4.34,7.36,3.05,4.34,9.0,0.0,2.84,Good,0,3
3,2025-01-09,High Performer,18,Male,Information Technology,2,7.7,4.4,6.4,4.1,8.1,8.7,100.0,95.1,54.8,59.8,Low,11.074074074074073,4.46,10.15,3.28,4.46,9.0,0.3,3.14,Average,0,3
3,2025-01-10,High Performer,18,Male,Information Technology,2,7.9,7.4,5.3,5.6,7.5,7.0,100.0,100.0,54.9,65.2,Low,7.761904761904762,3.58,6.54,1.96,3.58,9.0,0.1,3.63,Good,0,3
3,2025-01-11,High Performer,18,Male,Information Technology,2,6.1,7.0,3.8,3.6,7.0,6.3,89.6,92.1,54.6,68.8,Low,8.6,3.25,6.82,1.38,3.25,9.0,1.9,3.14,Good,0,3
3,2025-01-12,High Performer,18,Male,Information Technology,2,6.5,5.2,5.7,3.7,6.5,7.8,76.2,90.2,49.5,52.2,Low,8.419354838709678,3.829999999999999,7.98,3.26,3.83,9.0,1.5,3.29,Average,0,3
3,2025-01-13,High Performer,18,Male,Information Technology,2,7.3,6.2,5.8,5.1,7.7,6.9,100.0,100.0,53.0,74.0,Low,10.277777777777777,3.4600000000000004,7.36,2.54,3.46,9.0,0.7,3.72,Good,0,3
3,2025-01-14,High Performer,18,Male,Information Technology,2,7.5,5.7,3.9,3.4,7.5,8.0,100.0,100.0,56.0,60.3,Low,9.0,4.380000000000001,8.36,1.63,4.38,9.0,0.5,2.49,Good,0,3
3,2025-01-15,High Performer,18,Male,Information Technology,2,7.3,7.0,1.3,5.1,9.2,5.9,100.0,100.0,59.7,69.6,Low,8.7,3.16,7.46,-1.0,3.16,9.0,0.7,2.92,Good,0,3
3,2025-01-16,High Performer,18,Male,Information Technology,2,6.9,4.4,5.8,4.9,9.3,8.7,100.0,100.0,57.8,52.3,Low,9.685185185185183,3.9,10.7,2.44,3.9,9.0,1.1,3.58,Average,0,3
3,2025-01-17,High Performer,18,Male,Information Technology,2,6.5,6.2,3.8,3.6,8.7,8.4,100.0,100.0,63.1,66.3,Low,9.208333333333332,4.04,8.76,0.94,4.04,9.0,1.5,2.81,Good,0,3
3,2025-01-18,High Performer,18,Male,Information Technology,2,8.0,6.1,3.7,4.3,6.7,8.9,100.0,100.0,54.5,59.5,Low,8.380281690140846,4.58,7.68,1.71,4.58,9.0,0.0,2.57,Average,0,3
3,2025-01-19,High Performer,18,Male,Information Technology,2,6.9,4.1,2.4,4.6,6.7,9.8,100.0,89.8,49.5,37.0,Low,7.254901960784315,4.32,9.71,1.53,4.32,9.0,1.1,2.67,Poor,0,2
3,2025-01-20,High Performer,18,Male,Information Technology,2,7.4,5.0,4.4,4.0,9.1,8.1,100.0,100.0,59.6,64.9,Low,10.816666666666668,4.19,9.93,1.5,4.19,9.0,0.6,2.85,Good,0,3
3,2025-01-21,High Performer,18,Male,Information Technology,2,7.7,3.8,2.7,4.7,8.2,7.8,100.0,95.3,50.2,53.0,Low,11.041666666666668,4.01,10.46,1.2,4.01,9.0,0.3,2.73,Average,0,3
3,2025-01-22,High Performer,18,Male,Information Technology,2,6.9,5.7,3.0,4.4,6.3,9.0,92.7,100.0,51.5,56.6,Low,8.447761194029852,4.14,7.69,1.57,4.14,9.0,1.1,2.79,Average,0,3
3,2025-01-23,High Performer,18,Male,Information Technology,2,8.8,6.5,2.2,2.7,7.4,8.0,100.0,100.0,59.7,74.2,Low,9.893333333333334,5.109999999999999,7.96,0.41,5.11,9.0,0.0,1.72,Good,0,3
3,2025-01-24,High Performer,18,Male,Information Technology,2,6.9,4.9,2.6,3.1,6.6,7.0,91.3,100.0,49.2,60.9,Low,10.322033898305085,3.9300000000000006,8.34,1.45,3.93,9.0,1.1,2.39,Good,0,3
3,2025-01-25,High Performer,18,Male,Information Technology,2,7.9,5.7,3.1,4.7,7.4,8.1,100.0,100.0,53.6,72.6,Low,10.835820895522389,4.18,8.0,1.19,4.18,9.0,0.1,2.72,Good,0,3
3,2025-01-26,High Performer,18,Male,Information Technology,2,6.9,5.5,5.8,3.4,9.8,8.7,100.0,100.0,66.3,67.5,Low,10.384615384615383,4.35,10.2,1.91,4.35,9.0,1.1,2.98,Good,0,3
3,2025-01-27,High Performer,18,Male,Information Technology,2,8.0,3.9,3.3,3.8,7.9,8.6,100.0,100.0,53.2,57.0,Low,11.63265306122449,4.64,10.86,1.65,4.64,9.0,0.0,2.32,Average,0,3
3,2025-01-28,High Performer,18,Male,Information Technology,2,8.0,6.1,5.1,4.8,8.5,7.9,100.0,100.0,58.2,57.3,Low,8.070422535211268,4.130000000000001,8.2,1.83,4.13,9.0,0.0,3.15,Average,0,3
3,2025-01-29,High Performer,18,Male,Information Technology,2,7.7,4.2,2.9,5.1,8.0,8.7,100.0,100.0,51.8,53.4,Low,10.269230769230768,4.16,9.96,1.28,4.16,9.0,0.3,2.84,Average,0,3
3,2025-01-30,High Performer,18,Male,Information Technology,2,7.1,5.6,3.5,3.6,7.7,8.2,100.0,95.9,56.9,59.8,Low,9.06060606060606,4.219999999999999,8.62,1.34,4.22,9.0,0.9,2.59,Average,0,3
4,2025-01-01,Inconsistent,18,Male,Business,4,5.1,2.7,11.3,6.4,7.1,2.0,78.2,84.9,27.6,34.1,Medium,9.216216216216216,0.7200000000000002,7.46,7.13,0.72,7.11,2.9,6.49,Poor,0,0
4,2025-01-02,Inconsistent,18,Male,Business,4,7.6,2.4,11.2,10.0,4.3,4.1,85.6,49.8,12.7,21.9,Medium,6.441176470588235,1.2699999999999996,3.74,8.28,1.27,7.11,0.4,6.95,Poor,0,0
4,2025-01-03,Inconsistent,18,Male,Business,4,4.7,3.2,3.0,4.2,3.0,3.5,54.4,61.2,20.0,24.4,Low,5.809523809523809,1.6700000000000002,4.76,3.64,1.67,7.11,3.3,3.92,Poor,0,2
4,2025-01-04,Inconsistent,18,Male,Business,4,3.5,7.0,6.4,5.9,6.3,2.8,55.8,100.0,40.0,51.4,Low,6.425,0.4700000000000002,5.0,3.22,0.47,7.11,4.5,5.71,Average,0,1
4,2025-01-05,Inconsistent,18,Male,Business,4,6.1,11.4,5.1,4.9,3.8,3.9,75.6,100.0,47.0,66.0,Low,5.32258064516129,2.14,3.79,2.12,2.14,7.11,1.9,4.16,Good,0,3
4,2025-01-06,Inconsistent,18,Male,Business,4,4.4,1.5,8.4,4.9,6.3,5.4,72.9,88.1,30.6,19.0,Low,7.6,1.9100000000000004,12.24,6.07,1.91,7.11,3.6,5.18,Poor,0,0
4,2025-01-07,Inconsistent,18,Male,Business,4,4.3,2.8,7.9,6.7,6.3,9.0,57.0,63.6,38.5,27.1,Medium,7.131578947368422,2.41,10.13,5.38,2.41,7.11,3.7,5.47,Poor,0,0
4,2025-01-08,Inconsistent,18,Male,Business,4,4.0,3.9,12.4,5.0,5.4,5.0,70.3,68.7,33.5,40.4,Low,8.244897959183673,1.6,6.84,8.11,1.6,7.11,4.0,6.18,Average,0,0
4,2025-01-09,Inconsistent,18,Male,Business,4,4.5,7.1,9.0,9.7,6.2,4.3,62.2,100.0,35.2,43.2,High,5.333333333333334,0.1800000000000001,4.35,4.79,0.18,7.11,3.5,7.3,Average,1,1
4,2025-01-10,Inconsistent,18,Male,Business,4,6.5,7.2,10.5,8.8,6.3,4.7,85.1,90.8,38.6,48.7,Medium,5.939024390243904,1.3699999999999997,4.71,5.62,1.37,7.11,1.5,6.6,Average,0,1
4,2025-01-11,Inconsistent,18,Male,Business,4,6.2,2.8,7.1,8.6,5.4,5.1,75.9,74.4,23.1,15.6,Medium,4.105263157894737,1.4300000000000002,6.08,5.26,1.43,7.11,1.8,5.89,Poor,0,0
4,2025-01-12,Inconsistent,18,Male,Business,4,9.8,3.1,7.7,6.5,8.2,4.8,100.0,98.8,38.5,49.6,Medium,12.097560975609758,3.41,9.39,4.41,3.41,7.11,0.0,4.66,Average,0,2
4,2025-01-13,Inconsistent,18,Male,Business,4,4.6,4.6,10.2,3.9,5.3,3.6,56.9,70.0,34.1,47.3,Low,8.446428571428571,1.75,6.09,6.62,1.75,7.11,3.4,5.26,Average,0,2
4,2025-01-14,Inconsistent,18,Male,Business,4,6.3,8.7,6.8,4.9,8.8,2.1,98.8,100.0,55.6,65.4,Low,6.742268041237114,1.68,5.73,1.95,1.68,7.11,1.7,4.62,Good,0,3
4,2025-01-15,Inconsistent,18,Male,Business,4,3.5,6.1,7.7,4.9,2.4,6.7,40.0,73.5,31.9,35.9,Low,5.056338028169014,1.94,4.49,5.83,1.94,7.11,4.5,5.18,Poor,0,1
4,2025-01-16,Inconsistent,18,Male,Business,4,3.4,0.0,4.9,5.9,5.5,4.5,43.0,69.3,19.2,12.7,Low,12.7,0.94,19.2,4.74,0.94,7.11,4.6,5.27,Poor,0,0
4,2025-01-17,Inconsistent,18,Male,Business,4,5.3,7.4,8.0,6.9,6.1,5.9,76.9,100.0,44.6,54.5,Medium,6.488095238095238,1.8200000000000005,5.31,4.14,1.82,7.11,2.7,5.58,Average,0,1
4,2025-01-18,Inconsistent,18,Male,Business,4,6.9,3.7,11.3,4.6,8.6,4.9,100.0,97.9,46.1,45.8,Low,9.744680851063828,2.8500000000000005,9.81,6.23,2.85,7.11,1.1,4.94,Average,0,2
4,2025-01-19,Inconsistent,18,Male,Business,4,7.2,2.0,5.7,2.2,4.1,1.0,91.7,59.0,20.1,26.4,Low,8.799999999999999,2.52,6.7,5.18,2.52,7.11,0.8,3.16,Poor,0,2
4,2025-01-20,Inconsistent,18,Male,Business,4,6.4,1.1,6.9,6.0,2.7,8.0,63.8,32.6,18.1,15.3,Low,7.285714285714286,3.160000000000001,8.62,6.73,3.16,7.11,1.6,4.46,Poor,0,0
4,2025-01-21,Inconsistent,18,Male,Business,4,5.9,0.0,6.3,4.6,3.0,4.4,68.1,24.3,11.6,18.9,Low,18.9,2.3000000000000007,11.6,6.58,2.3,7.11,2.1,4.29,Poor,0,0
4,2025-01-22,Inconsistent,18,Male,Business,4,6.6,8.2,9.8,6.1,3.7,6.4,77.2,84.4,40.0,52.7,Medium,5.728260869565218,2.7300000000000004,4.35,5.94,2.73,7.11,1.4,5.18,Average,0,1
4,2025-01-23,Inconsistent,18,Male,Business,4,7.6,2.4,11.0,6.4,9.2,5.8,100.0,97.0,38.2,53.3,Medium,15.676470588235292,2.8600000000000003,11.24,6.2,2.86,7.11,0.4,5.3,Average,0,2
4,2025-01-24,Inconsistent,18,Male,Business,4,4.5,3.0,8.3,7.0,3.9,5.0,59.1,58.1,20.3,29.2,Medium,7.3,1.1999999999999995,5.08,6.52,1.2,7.11,3.5,6.01,Poor,0,0
4,2025-01-25,Inconsistent,18,Male,Business,4,5.6,4.4,8.8,4.0,4.5,1.7,73.5,61.8,26.4,41.0,Low,7.592592592592592,1.55,4.89,6.16,1.55,7.11,2.4,4.91,Average,0,2
4,2025-01-26,Inconsistent,18,Male,Business,4,8.6,0.3,2.6,6.4,7.1,8.4,100.0,72.2,33.2,25.6,Medium,19.692307692307693,4.04,25.54,2.63,4.04,7.11,0.0,3.24,Poor,0,2
4,2025-01-27,Inconsistent,18,Male,Business,4,5.2,6.7,9.0,2.8,8.0,7.8,87.6,100.0,61.6,63.7,Low,8.272727272727273,3.58,8.0,4.19,3.58,7.11,2.8,3.98,Good,0,3
4,2025-01-28,Inconsistent,18,Male,Business,4,6.0,2.3,5.0,5.9,7.3,6.1,88.9,56.7,36.7,33.5,Low,10.151515151515152,2.4600000000000004,11.12,3.39,2.46,7.11,2.0,4.35,Poor,0,2
