Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk
1,2025-01-26,High Performer,18,Female,Information Technology,2,8.4,5.6,2.9,3.3,8.7,7.3,100.0,100.0,59.4,70.5,Low
1,2025-01-27,High Performer,18,Female,Information Technology,2,9.2,6.1,2.0,4.2,7.3,8.9,100.0,100.0,57.1,61.9,Low
1,2025-01-28,High Performer,18,Female,Information Technology,2,8.2,4.3,3.7,3.5,7.3,9.8,100.0,100.0,54.8,58.7,Low
1,2025-01-29,High Performer,18,Female,Information Technology,2,9.2,6.5,2.5,3.5,9.3,7.3,100.0,100.0,64.2,79.8,Low
1,2025-01-30,High Performer,18,Female,Information Technology,2,7.5,2.3,3.0,3.7,6.8,9.6,98.6,80.1,45.6,34.8,Low
2,2025-01-01,Burnout,19,Male,Business,4,5.9,5.8,8.2,9.0,4.0,4.5,58.5,70.1,24.5,31.2,Medium
2,2025-01-02,Burnout,19,Male,Business,4,4.1,8.2,7.7,10.0,3.8,6.1,40.0,84.4,31.8,24.4,High
2,2025-01-03,Burnout,19,Male,Business,4,4.8,7.1,6.8,8.5,4.4,4.8,49.4,88.4,31.5,38.8,High
2,2025-01-04,Burnout,19,Male,Business,4,4.8,9.2,7.6,8.2,4.4,4.7,53.8,91.7,38.6,52.0,High
2,2025-01-05,Burnout,19,Male,Business,4,5.8,7.1,7.5,8.8,4.8,5.1,68.2,96.4,33.1,44.0,Medium
2,2025-01-06,Burnout,19,Male,Business,4,4.5,9.0,6.7,9.3,4.9,4.1,46.8,100.0,36.1,48.6,High
2,2025-01-07,Burnout,19,Male,Business,4,3.5,6.2,8.2,9.8,5.6,4.6,40.0,87.9,30.7,30.9,High
2,2025-01-08,Burnout,19,Male,Business,4,3.8,9.5,6.9,8.2,4.7,4.4,41.2,96.5,39.6,46.3,High
2,2025-01-09,Burnout,19,Male,Business,4,4.7,7.2,6.5,9.2,3.6,2.6,45.7,74.8,22.6,28.6,High
2,2025-01-10,Burnout,19,Male,Business,4,6.0,9.3,6.8,9.0,4.0,4.0,63.4,78.1,33.9,46.0,Medium
2,2025-01-11,Burnout,19,Male,Business,4,5.0,10.3,6.9,9.4,5.7,3.6,59.9,100.0,42.1,57.2,Medium
2,2025-01-12,Burnout,19,Male,Business,4,3.7,8.0,7.5,10.0,6.0,6.2,51.4,100.0,40.3,37.6,High
2,2025-01-13,Burnout,19,Male,Business,4,6.7,6.8,6.2,8.4,2.9,3.5,65.2,66.1,22.0,29.8,Medium
2,2025-01-14,Burnout,19,Male,Business,4,6.4,9.4,6.4,8.1,5.5,2.7,80.9,97.4,39.4,66.7,Medium
2,2025-01-15,Burnout,19,Male,Business,4,2.8,10.0,6.9,10.0,3.4,3.4,40.0,79.7,30.5,39.4,High
2,2025-01-16,Burnout,19,Male,Business,4,5.1,6.4,6.9,9.1,5.5,4.7,52.9,99.9,32.4,31.3,Medium
2,2025-01-17,Burnout,19,Male,Business,4,4.8,6.9,8.6,9.1,6.2,4.1,69.8,93.7,35.3,51.7,High
2,2025-01-18,Burnout,19,Male,Business,4,5.5,9.0,8.4,8.0,5.7,5.1,61.2,81.3,43.7,45.6,Medium
2,2025-01-19,Burnout,19,Male,Business,4,4.2,9.1,8.5,9.1,6.6,2.6,57.0,100.0,40.8,44.6,High
2,2025-01-20,Burnout,19,Male,Business,4,4.5,4.9,6.9,7.7,5.7,4.4,55.1,70.6,30.7,28.3,Medium
2,2025-01-21,Burnout,19,Male,Business,4,4.4,9.4,6.0,9.5,4.5,3.2,42.5,86.3,33.6,44.9,High
2,2025-01-22,Burnout,19,Male,Business,4,3.3,10.9,7.0,8.3,5.2,3.9,45.6,100.0,44.9,56.2,High
2,2025-01-23,Burnout,19,Male,Business,4,4.0,7.1,6.7,6.7,3.5,5.4,42.5,76.3,32.7,45.7,Medium
2,2025-01-24,Burnout,19,Male,Business,4,4.8,12.6,8.1,8.9,4.0,2.4,46.8,89.3,41.1,63.3,High
2,2025-01-25,Burnout,19,Male,Business,4,3.9,6.4,8.7,9.9,5.0,5.5,40.0,97.0,30.3,30.3,High
2,2025-01-26,Burnout,19,Male,Business,4,5.0,6.4,6.8,8.1,3.6,4.9,45.2,74.0,27.4,41.9,Medium
2,2025-01-27,Burnout,19,Male,Business,4,3.8,7.3,6.4,8.1,5.0,3.2,47.2,84.4,32.1,41.2,High
2,2025-01-28,Burnout,19,Male,Business,4,3.6,7.1,7.8,9.5,4.0,4.1,40.0,81.3,26.7,34.2,High
2,2025-01-29,Burnout,19,Male,Business,4,3.8,8.9,6.2,7.2,3.4,4.0,40.0,84.4,33.8,45.2,Medium
2,2025-01-30,Burnout,19,Male,Business,4,2.8,7.9,5.8,8.3,5.0,3.1,42.0,84.2,33.5,38.4,High
3,2025-01-01,High Performer,18,Male,Information Technology,2,8.2,4.4,4.5,5.4,5.5,7.2,97.4,80.8,38.7,46.9,Low
3,2025-01-02,High Performer,18,Male,Information Technology,2,7.0,5.6,3.8,5.2,8.3,8.3,98.7,100.0,56.1,57.4,Low
3,2025-01-03,High Performer,18,Male,Information Technology,2,7.8,5.1,4.3,6.1,8.9,7.7,100.0,93.7,53.9,64.3,Medium
3,2025-01-04,High Performer,18,Male,Information Technology,2,6.7,3.6,3.6,4.0,9.7,8.3,100.0,92.8,58.2,57.1,Low
3,2025-01-05,High Performer,18,Male,Information Technology,2,7.7,6.3,2.5,5.1,8.3,7.6,100.0,100.0,57.0,67.8,Low
3,2025-01-06,High Performer,18,Male,Information Technology,2,7.7,5.0,3.2,4.8,7.1,8.1,100.0,100.0,50.2,52.3,Low
3,2025-01-07,High Performer,18,Male,Information Technology,2,8.3,5.0,3.7,3.0,7.6,8.4,100.0,100.0,55.9,66.6,Low
3,2025-01-08,High Performer,18,Male,Information Technology,2,8.6,5.9,5.9,3.2,6.8,6.2,100.0,96.6,50.8,71.6,Low
3,2025-01-09,High Performer,18,Male,Information Technology,2,7.7,4.4,6.4,4.1,8.1,8.7,100.0,95.1,54.8,59.8,Low
3,2025-01-10,High Performer,18,Male,Information Technology,2,7.9,7.4,5.3,5.6,7.5,7.0,100.0,100.0,54.9,65.2,Low
3,2025-01-11,High Performer,18,Male,Information Technology,2,6.1,7.0,3.8,3.6,7.0,6.3,89.6,92.1,54.6,68.8,Low
3,2025-01-12,High Performer,18,Male,Information Technology,2,6.5,5.2,5.7,3.7,6.5,7.8,76.2,90.2,49.5,52.2,Low
3,2025-01-13,High Performer,18,Male,Information Technology,2,7.3,6.2,5.8,5.1,7.7,6.9,100.0,100.0,53.0,74.0,Low
3,2025-01-14,High Performer,18,Male,Information Technology,2,7.5,5.7,3.9,3.4,7.5,8.0,100.0,100.0,56.0,60.3,Low
3,2025-01-15,High Performer,18,Male,Information Technology,2,7.3,7.0,1.3,5.1,9.2,5.9,100.0,100.0,59.7,69.6,Low
3,2025-01-16,High Performer,18,Male,Information Technology,2,6.9,4.4,5.8,4.9,9.3,8.7,100.0,100.0,57.8,52.3,Low
3,2025-01-17,High Performer,18,Male,Information Technology,2,6.5,6.2,3.8,3.6,8.7,8.4,100.0,100.0,63.1,66.3,Low
3,2025-01-18,High Performer,18,Male,Information Technology,2,8.0,6.1,3.7,4.3,6.7,8.9,100.0,100.0,54.5,59.5,Low
3,2025-01-19,High Performer,18,Male,Information Technology,2,6.9,4.1,2.4,4.6,6.7,9.8,100.0,89.8,49.5,37.0,Low
3,2025-01-20,High Performer,18,Male,Information Technology,2,7.4,5.0,4.4,4.0,9.1,8.1,100.0,100.0,59.6,64.9,Low
3,2025-01-21,High Performer,18,Male,Information Technology,2,7.7,3.8,2.7,4.7,8.2,7.8,100.0,95.3,50.2,53.0,Low
3,2025-01-22,High Performer,18,Male,Information Technology,2,6.9,5.7,3.0,4.4,6.3,9.0,92.7,100.0,51.5,56.6,Low
3,2025-01-23,High Performer,18,Male,Information Technology,2,8.8,6.5,2.2,2.7,7.4,8.0,100.0,100.0,59.7,74.2,Low
3,2025-01-24,High Performer,18,Male,Information Technology,2,6.9,4.9,2.6,3.1,6.6,7.0,91.3,100.0,49.2,60.9,Low
3,2025-01-25,High Performer,18,Male,Information Technology,2,7.9,5.7,3.1,4.7,7.4,8.1,100.0,100.0,53.6,72.6,Low
3,2025-01-26,High Performer,18,Male,Information Technology,2,6.9,5.5,5.8,3.4,9.8,8.7,100.0,100.0,66.3,67.5,Low
3,2025-01-27,High Performer,18,Male,Information Technology,2,8.0,3.9,3.3,3.8,7.9,8.6,100.0,100.0,53.2,57.0,Low
3,2025-01-28,High Performer,18,Male,Information Technology,2,8.0,6.1,5.1,4.8,8.5,7.9,100.0,100.0,58.2,57.3,Low
3,2025-01-29,High Performer,18,Male,Information Technology,2,7.7,4.2,2.9,5.1,8.0,8.7,100.0,100.0,51.8,53.4,Low
3,2025-01-30,High Performer,18,Male,Information Technology,2,7.1,5.6,3.5,3.6,7.7,8.2,100.0,95.9,56.9,59.8,Low
4,2025-01-01,Inconsistent,18,Male,Business,4,5.1,2.7,11.3,6.4,7.1,2.0,78.2,84.9,27.6,34.1,Medium
4,2025-01-02,Inconsistent,18,Male,Business,4,7.6,2.4,11.2,10.0,4.3,4.1,85.6,49.8,12.7,21.9,Medium
4,2025-01-03,Inconsistent,18,Male,Business,4,4.7,3.2,3.0,4.2,3.0,3.5,54.4,61.2,20.0,24.4,Low
4,2025-01-04,Inconsistent,18,Male,Business,4,3.5,7.0,6.4,5.9,6.3,2.8,55.8,100.0,40.0,51.4,Low
4,2025-01-05,Inconsistent,18,Male,Business,4,6.1,11.4,5.1,4.9,3.8,3.9,75.6,100.0,47.0,66.0,Low
4,2025-01-06,Inconsistent,18,Male,Business,4,4.4,1.5,8.4,4.9,6.3,5.4,72.9,88.1,30.6,19.0,Low
4,2025-01-07,Inconsistent,18,Male,Business,4,4.3,2.8,7.9,6.7,6.3,9.0,57.0,63.6,38.5,27.1,Medium
4,2025-01-08,Inconsistent,18,Male,Business,4,4.0,3.9,12.4,5.0,5.4,5.0,70.3,68.7,33.5,40.4,Low
4,2025-01-09,Inconsistent,18,Male,Business,4,4.5,7.1,9.0,9.7,6.2,4.3,62.2,100.0,35.2,43.2,High
4,2025-01-10,Inconsistent,18,Male,Business,4,6.5,7.2,10.5,8.8,6.3,4.7,85.1,90.8,38.6,48.7,Medium
4,2025-01-11,Inconsistent,18,Male,Business,4,6.2,2.8,7.1,8.6,5.4,5.1,75.9,74.4,23.1,15.6,Medium
4,2025-01-12,Inconsistent,18,Male,Business,4,9.8,3.1,7.7,6.5,8.2,4.8,100.0,98.8,38.5,49.6,Medium
4,2025-01-13,Inconsistent,18,Male,Business,4,4.6,4.6,10.2,3.9,5.3,3.6,56.9,70.0,34.1,47.3,Low
4,2025-01-14,Inconsistent,18,Male,Business,4,6.3,8.7,6.8,4.9,8.8,2.1,98.8,100.0,55.6,65.4,Low
4,2025-01-15,Inconsistent,18,Male,Business,4,3.5,6.1,7.7,4.9,2.4,6.7,40.0,73.5,31.9,35.9,Low
4,2025-01-16,Inconsistent,18,Male,Business,4,3.4,0.0,4.9,5.9,5.5,4.5,43.0,69.3,19.2,12.7,Low
4,2025-01-17,Inconsistent,18,Male,Business,4,5.3,7.4,8.0,6.9,6.1,5.9,76.9,100.0,44.6,54.5,Medium
4,2025-01-18,Inconsistent,18,Male,Business,4,6.9,3.7,11.3,4.6,8.6,4.9,100.0,97.9,46.1,45.8,Low
4,2025-01-19,Inconsistent,18,Male,Business,4,7.2,2.0,5.7,2.2,4.1,1.0,91.7,59.0,20.1,26.4,Low
4,2025-01-20,Inconsistent,18,Male,Business,4,6.4,1.1,6.9,6.0,2.7,8.0,63.8,32.6,18.1,15.3,Low
4,2025-01-21,Inconsistent,18,Male,Business,4,5.9,0.0,6.3,4.6,3.0,4.4,68.1,24.3,11.6,18.9,Low
4,2025-01-22,Inconsistent,18,Male,Business,4,6.6,8.2,9.8,6.1,3.7,6.4,77.2,84.4,40.0,52.7,Medium
4,2025-01-23,Inconsistent,18,Male,Business,4,7.6,2.4,11.0,6.4,9.2,3.6,100.0,97.0,38.2,53.3,Medium
4,2025-01-24,Inconsistent,18,Male,Business,4,4.5,3.0,8.3,7.0,3.9,5.0,59.1,58.1,20.3,29.2,Medium
4,2025-01-25,Inconsistent,18,Male,Business,4,5.6,4.4,8.8,4.0,4.5,1.7,73.5,61.8,26.4,41.0,Low
4,2025-01-26,Inconsistent,18,Male,Business,4,8.6,0.3,2.6,6.4,7.1,8.4,100.0,72.2,33.2,25.6,Medium
4,2025-01-27,Inconsistent,18,Male,Business,4,5.2,6.7,9.0,2.8,8.0,7.8,87.6,100.0,61.6,63.7,Low
4,2025-01-28,Inconsistent,18,Male,Business,4,6.0,2.3,5.0,5.9,7.3,6.1,88.9,56.7,36.7,33.5,Low
4,2025-01-29,Inconsistent,18,Male,Business,4,7.8,0.0,5.9,3.8,2.4,7.3,84.2,23.6,16.8,11.6,Low
4,2025-01-30,Inconsistent,18,Male,Business,4,6.5,4.2,3.2,8.0,4.0,1.9,76.1,69.8,16.5,24.0,Medium
5,2025-01-01,Burnout,25,Female,Computer Science,2,4.2,7.5,6.7,10.0,5.4,4.4,49.6,88.6,32.8,42.4,High
5,2025-01-02,Burnout,25,Female,Computer Science,2,4.3,7.9,7.0,9.7,5.1,4.7,49.2,70.0,33.9,38.7,High
5,2025-01-03,Burnout,25,Female,Computer Science,2,5.4,8.5,8.0,6.1,7.1,3.9,72.2,100.0,49.4,69.0,Medium
5,2025-01-04,Burnout,25,Female,Computer Science,2,3.4,7.1,8.9,8.8,5.2,4.9,43.7,91.1,34.2,39.1,High
5,2025-01-05,Burnout,25,Female,Computer Science,2,6.9,7.9,7.2,10.0,6.1,5.2,73.8,100.0,38.5,51.0,Medium
5,2025-01-06,Burnout,25,Female,Computer Science,2,3.4,8.5,6.2,8.9,5.3,4.3,50.4,100.0,37.4,45.6,High
5,2025-01-07,Burnout,25,Female,Computer Science,2,4.3,9.4,8.2,7.8,5.6,4.7,61.9,100.0,44.6,53.3,Medium
5,2025-01-08,Burnout,25,Female,Computer Science,2,4.6,7.7,7.0,7.9,3.6,5.6,43.3,52.8,32.8,34.2,Medium
5,2025-01-09,Burnout,25,Female,Computer Science,2,3.9,6.0,8.6,10.0,4.3,6.3,40.0,48.2,27.8,30.0,High
5,2025-01-10,Burnout,25,Female,Computer Science,2,6.8,5.9,5.4,10.0,7.4,5.4,88.1,100.0,38.3,45.7,Medium
5,2025-01-11,Burnout,25,Female,Computer Science,2,5.3,8.4,7.1,8.9,4.2,3.7,55.5,74.7,31.8,34.3,Medium
5,2025-01-12,Burnout,25,Female,Computer Science,2,3.4,8.3,8.4,9.9,3.4,3.0,40.0,73.4,24.7,36.8,High
5,2025-01-13,Burnout,25,Female,Computer Science,2,5.1,6.5,7.1,7.7,4.4,4.3,59.4,76.5,30.5,29.5,Medium
5,2025-01-14,Burnout,25,Female,Computer Science,2,5.1,8.3,8.4,9.1,4.6,4.1,55.4,87.8,33.3,45.4,Medium
5,2025-01-15,Burnout,25,Female,Computer Science,2,3.8,7.0,5.6,10.0,3.8,3.3,41.2,69.6,22.7,24.1,High
5,2025-01-16,Burnout,25,Female,Computer Science,2,5.7,7.0,7.3,8.2,7.1,2.8,80.0,100.0,38.8,52.1,Medium
5,2025-01-17,Burnout,25,Female,Computer Science,2,4.3,7.8,7.0,8.9,6.0,6.2,48.4,97.8,42.0,42.2,High
5,2025-01-18,Burnout,25,Female,Computer Science,2,7.1,6.8,8.6,10.0,4.4,4.6,71.1,76.4,27.3,44.1,Medium
5,2025-01-19,Burnout,25,Female,Computer Science,2,3.9,6.5,6.4,7.8,5.0,3.2,41.0,86.0,30.5,38.2,Medium
5,2025-01-20,Burnout,25,Female,Computer Science,2,5.3,5.0,7.4,10.0,3.8,5.7,48.8,62.4,21.5,23.0,Medium
5,2025-01-21,Burnout,25,Female,Computer Science,2,5.1,8.1,7.5,8.1,5.2,2.6,55.8,84.9,34.0,46.6,Medium
5,2025-01-22,Burnout,25,Female,Computer Science,2,5.7,9.6,7.6,7.9,4.7,5.2,76.6,99.0,42.3,55.4,Medium
5,2025-01-23,Burnout,25,Female,Computer Science,2,4.7,7.5,7.1,8.8,5.7,5.0,51.1,76.4,37.7,39.4,High
5,2025-01-24,Burnout,25,Female,Computer Science,2,5.0,6.3,4.8,9.4,7.5,4.0,69.2,100.0,38.2,47.7,Medium
5,2025-01-25,Burnout,25,Female,Computer Science,2,5.4,7.6,7.3,9.3,4.3,5.0,53.4,86.5,31.4,37.1,Medium
5,2025-01-26,Burnout,25,Female,Computer Science,2,3.6,8.0,7.0,10.0,5.5,4.0,50.3,100.0,34.0,43.4,High
5,2025-01-27,Burnout,25,Female,Computer Science,2,4.5,6.0,5.9,8.7,4.4,3.8,52.3,73.4,25.9,30.9,High
5,2025-01-28,Burnout,25,Female,Computer Science,2,5.0,8.1,5.0,8.1,4.9,2.8,65.7,100.0,33.2,48.7,High
5,2025-01-29,Burnout,25,Female,Computer Science,2,4.3,10.2,7.1,8.7,4.4,3.7,48.3,96.7,38.3,49.4,High
5,2025-01-30,Burnout,25,Female,Computer Science,2,4.5,8.7,8.2,9.9,3.5,1.4,40.0,76.2,23.0,41.2,High
6,2025-01-01,Average,23,Female,Information Technology,2,5.3,2.2,6.8,5.8,5.4,3.4,70.9,50.4,23.6,23.3,Low
6,2025-01-02,Average,23,Female,Information Technology,2,6.7,4.0,6.9,5.1,5.0,7.2,81.6,60.9,36.2,37.2,Low
6,2025-01-03,Average,23,Female,Information Technology,2,6.1,3.1,5.7,6.7,4.6,4.4,69.2,55.2,23.2,33.4,Medium
6,2025-01-04,Average,23,Female,Information Technology,2,7.5,3.4,8.7,5.7,5.5,8.2,95.3,75.1,37.2,34.0,Low
6,2025-01-05,Average,23,Female,Information Technology,2,7.8,5.6,6.0,4.2,6.5,5.3,100.0,88.8,44.7,66.6,Low
6,2025-01-06,Average,23,Female,Information Technology,2,6.7,2.7,4.5,6.2,5.3,5.0,87.1,73.9,26.8,32.1,Medium
6,2025-01-07,Average,23,Female,Information Technology,2,7.5,3.2,3.9,6.5,5.7,5.7,93.1,77.5,30.9,41.1,Medium
6,2025-01-08,Average,23,Female,Information Technology,2,8.7,3.4,7.4,5.1,6.3,7.5,100.0,90.2,40.1,46.6,Low
6,2025-01-09,Average,23,Female,Information Technology,2,6.1,3.2,4.4,3.0,8.1,4.9,94.2,99.4,45.4,50.1,Low
6,2025-01-10,Average,23,Female,Information Technology,2,7.3,4.9,5.1,4.8,6.3,5.8,97.4,94.5,41.5,57.6,Low
6,2025-01-11,Average,23,Female,Information Technology,2,7.2,5.2,6.3,3.7,6.4,5.3,99.2,100.0,44.4,52.0,Low
6,2025-01-12,Average,23,Female,Information Technology,2,6.5,4.3,8.6,5.2,8.6,6.6,100.0,100.0,50.0,44.5,Low
6,2025-01-13,Average,23,Female,Information Technology,2,7.8,4.7,5.8,3.8,5.8,5.1,100.0,98.0,39.9,47.9,Low
6,2025-01-14,Average,23,Female,Information Technology,2,6.9,2.8,6.7,6.2,5.4,5.9,79.6,74.4,29.3,30.9,Medium
6,2025-01-15,Average,23,Female,Information Technology,2,6.4,4.4,4.7,4.6,6.7,5.6,86.3,91.6,42.3,56.7,Low
6,2025-01-16,Average,23,Female,Information Technology,2,7.4,2.6,3.4,3.5,7.3,5.4,100.0,87.4,40.7,59.2,Low
6,2025-01-17,Average,23,Female,Information Technology,2,8.0,6.0,9.1,6.2,7.0,6.6,100.0,92.1,46.9,59.5,Medium
6,2025-01-18,Average,23,Female,Information Technology,2,6.5,3.8,5.3,5.7,7.0,6.1,82.6,86.8,40.1,50.3,Low
6,2025-01-19,Average,23,Female,Information Technology,2,5.8,2.1,5.9,4.9,7.5,6.6,94.9,98.0,40.0,32.5,Low
6,2025-01-20,Average,23,Female,Information Technology,2,7.1,3.8,4.6,4.6,7.1,7.9,94.6,78.6,46.2,55.2,Low
6,2025-01-21,Average,23,Female,Information Technology,2,6.6,2.2,6.5,4.9,5.5,4.4,81.7,54.8,27.9,34.6,Low
6,2025-01-22,Average,23,Female,Information Technology,2,3.6,4.0,8.7,6.7,5.5,5.4,45.7,78.3,31.6,31.6,Medium
6,2025-01-23,Average,23,Female,Information Technology,2,7.3,5.2,5.8,4.8,5.1,5.2,90.5,86.5,36.9,45.6,Low
6,2025-01-24,Average,23,Female,Information Technology,2,5.7,5.5,5.6,5.0,5.3,3.6,77.0,77.2,34.7,49.4,Low
6,2025-01-25,Average,23,Female,Information Technology,2,6.6,4.5,3.7,4.5,6.8,4.7,83.9,95.2,41.3,50.9,Low
6,2025-01-26,Average,23,Female,Information Technology,2,6.5,2.4,7.7,4.3,5.2,6.2,77.0,64.4,31.8,38.6,Low
6,2025-01-27,Average,23,Female,Information Technology,2,6.9,4.7,6.3,4.6,5.2,6.1,71.3,79.6,37.7,38.8,Low
6,2025-01-28,Average,23,Female,Information Technology,2,7.4,1.6,4.5,5.6,8.1,6.0,100.0,100.0,37.9,34.7,Low
6,2025-01-29,Average,23,Female,Information Technology,2,5.9,3.2,5.3,4.0,6.1,7.6,79.8,74.3,41.2,41.7,Low
6,2025-01-30,Average,23,Female,Information Technology,2,4.9,4.9,5.9,4.8,9.2,6.3,83.6,100.0,54.4,52.8,Low
7,2025-01-01,Distracted,19,Male,Mechanical,1,6.1,1.1,11.8,5.3,4.9,7.1,81.2,54.7,26.2,18.8,Low
7,2025-01-02,Distracted,19,Male,Mechanical,1,6.9,3.0,8.3,5.4,4.0,5.7,73.2,59.5,25.7,26.7,Low
7,2025-01-03,Distracted,19,Male,Mechanical,1,8.1,1.4,10.0,7.4,2.9,6.5,82.5,34.5,14.1,7.4,Medium
7,2025-01-04,Distracted,19,Male,Mechanical,1,7.0,3.7,15.2,6.6,3.3,6.2,75.0,48.7,23.6,24.2,Medium
7,2025-01-05,Distracted,19,Male,Mechanical,1,6.2,3.8,8.0,7.1,4.3,5.9,66.0,75.2,26.2,16.7,Medium
7,2025-01-06,Distracted,19,Male,Mechanical,1,6.0,1.5,9.0,6.8,3.5,5.8,61.9,33.7,16.5,11.3,Medium
7,2025-01-07,Distracted,19,Male,Mechanical,1,7.6,2.2,12.4,7.5,4.0,5.6,81.0,41.8,18.6,21.6,Medium
7,2025-01-08,Distracted,19,Male,Mechanical,1,6.3,1.3,12.4,5.5,3.2,6.3,71.1,33.9,18.3,14.2,Low
7,2025-01-09,Distracted,19,Male,Mechanical,1,6.9,1.2,10.3,7.9,2.0,5.3,63.7,29.3,6.2,6.3,Medium
7,2025-01-10,Distracted,19,Male,Mechanical,1,6.5,3.1,12.2,6.4,2.8,6.7,65.2,33.5,21.0,30.0,Medium
7,2025-01-11,Distracted,19,Male,Mechanical,1,7.1,2.4,5.7,6.8,2.5,5.9,70.7,43.6,15.1,17.1,Medium
7,2025-01-12,Distracted,19,Male,Mechanical,1,5.6,3.0,9.5,6.7,3.6,5.1,57.6,59.3,20.2,25.9,Medium
7,2025-01-13,Distracted,19,Male,Mechanical,1,6.4,4.3,9.6,5.7,3.0,5.7,59.2,41.0,25.0,33.4,Low
7,2025-01-14,Distracted,19,Male,Mechanical,1,4.9,3.5,13.4,5.9,2.8,6.1,47.0,47.9,22.0,26.6,Low
7,2025-01-15,Distracted,19,Male,Mechanical,1,7.0,3.0,10.4,7.0,1.0,6.7,51.6,30.1,12.4,8.7,Medium
7,2025-01-16,Distracted,19,Male,Mechanical,1,7.4,2.4,11.9,7.6,4.3,7.6,80.5,38.9,24.4,24.7,Medium
7,2025-01-17,Distracted,19,Male,Mechanical,1,5.8,1.7,14.3,5.8,3.1,6.6,70.0,33.3,18.9,15.0,Low
7,2025-01-18,Distracted,19,Male,Mechanical,1,6.2,1.8,7.4,5.4,3.0,5.6,59.0,37.6,17.5,13.4,Low
